case_id,winner,competitor,nominal_gap,finite,finite_or_infinite_reason,radius_tv_primal_dual,radius_tv_lp,radius_tv_transport,lp_transport_abs_diff,range_lower_bound,verification_status,objective_gap,maximum_primal_violation,maximum_dual_violation,maximum_complementarity_residual,mathematical_tie_tolerance,verification_tolerance
coverage9__primary122__rank__equal,TA-TABICLv2 (default),XGB (tuned + ensemble),0.2766393442622952,True,finite_pairwise_boundary,0.1582597730138715,0.1582597730138715,0.1582597730138714,5.551115123125783e-17,0.1475409836065574,PASS,1.3877787807814454e-16,4.440892098500626e-16,1.1102230246251563e-16,2.4019248128909644e-17,1e-12,1e-08
coverage9__primary122__rank__equal,TA-TABICLv2 (default),TA-REALMLP (tuned + ensemble),0.0307377049180327,True,finite_pairwise_boundary,0.0163934426229509,0.0163934426229509,0.0163934426229508,7.63278329429795e-17,0.0163934426229508,PASS,6.938893903907227e-17,4.510281037539698e-16,5.551115123125783e-17,2.7842311789427754e-16,1e-12,1e-08
coverage9__primary122__rank__equal,TA-TABICLv2 (default),TA-TABM (tuned + ensemble),0.1588114754098361,True,finite_pairwise_boundary,0.0860655737704919,0.0860655737704919,0.0860655737704918,5.551115123125783e-17,0.079405737704918,PASS,9.714451465470121e-17,3.3306690738754696e-16,1.1102230246251563e-16,2.862293735361733e-17,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),LR (tuned + ensemble),0.57973174366617,True,finite_pairwise_boundary,0.3292349726775958,0.3292349726775958,0.3292349726775958,0.0,0.3188524590163935,PASS,5.551115123125783e-17,6.661338147750939e-16,1.1102230246251563e-16,5.2991220498850715e-17,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),RF (tuned + ensemble),0.5230998509687036,True,finite_pairwise_boundary,0.3497267759562844,0.3497267759562844,0.3497267759562848,4.440892098500626e-16,0.3196721311475411,PASS,5.551115123125783e-17,3.3306690738754696e-16,6.938893903907227e-17,5.215166489308197e-17,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),XT (tuned + ensemble),0.4523099850968704,True,finite_pairwise_boundary,0.2627504553734064,0.2627504553734064,0.2627504553734064,0.0,0.2369242779078845,PASS,1.1102230246251563e-16,4.440892098500626e-16,5.551115123125783e-17,8.268374600659946e-17,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),CAT (tuned + ensemble),0.2459016393442623,True,finite_pairwise_boundary,0.1434426229508198,0.1434426229508198,0.1434426229508198,5.551115123125783e-17,0.1352459016393443,PASS,1.3877787807814454e-16,5.551115123125784e-16,3.3306690738754696e-16,3.469446951953614e-18,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),GBM (tuned + ensemble),0.2727272727272729,True,finite_pairwise_boundary,0.1644165863066539,0.1644165863066539,0.164416586306654,5.551115123125783e-17,0.15,PASS,5.551115123125783e-17,4.440892098500626e-16,2.220446049250313e-16,4.22272176509957e-17,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),XGB (tuned + ensemble),0.3464977645305515,True,finite_pairwise_boundary,0.2131147540983608,0.2131147540983608,0.2131147540983608,0.0,0.1905737704918033,PASS,8.326672684688674e-17,3.564701626279047e-16,1.1102230246251563e-16,2.5587171270657905e-16,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),TA-REALMLP (tuned + ensemble),0.1348733233979136,True,finite_pairwise_boundary,0.081002892960463,0.081002892960463,0.0810028929604629,9.714451465470121e-17,0.070647931303669,PASS,9.714451465470121e-17,4.440892098500626e-16,2.775557561562892e-17,4.924891658099826e-17,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),TA-TABM (tuned + ensemble),0.2377049180327869,True,finite_pairwise_boundary,0.1530054644808744,0.1530054644808744,0.1530054644808744,0.0,0.137618636755824,PASS,8.326672684688674e-17,4.440892098500626e-16,2.220446049250313e-16,5.91483829128551e-17,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),TA-TABDPT (default),0.3733233979135619,True,finite_pairwise_boundary,0.3005464480874318,0.3005464480874318,0.300546448087432,1.6653345369377348e-16,0.2566598360655738,PASS,5.551115123125783e-17,3.3306690738754696e-16,1.3877787807814454e-16,2.864782068216616e-17,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),TA-TABPFN-2.6 (default),0.048435171385991,True,finite_pairwise_boundary,0.0308582449373192,0.0308582449373192,0.0308582449373191,9.020562075079396e-17,0.02959927140255,PASS,7.63278329429795e-17,4.440892098500626e-16,5.551115123125783e-17,7.014798511161276e-18,1e-12,1e-08
living12__all__rank__equal,TA-TABPFN-3 (default),TA-TABICLv2 (default),0.0760059612518629,True,finite_pairwise_boundary,0.0556206088992973,0.0556206088992973,0.0556206088992974,4.8572257327350605e-17,0.0491803278688524,PASS,4.8572257327350605e-17,4.440892098500626e-16,5.551115123125783e-17,1.7595052399193325e-17,1e-12,1e-08
