task,nominal_weight
aime_2025,0.09090909090909091
arc_agi_1,0.09090909090909091
arc_agi_2,0.09090909090909091
browsecomp,0.09090909090909091
gpqa_diamond,0.09090909090909091
hle,0.09090909090909091
hmmt_nov_2025,0.09090909090909091
mmlu_pro,0.09090909090909091
scicode,0.09090909090909091
swe_bench_verified,0.09090909090909091
terminal_bench,0.09090909090909091
