task,LR (tuned + ensemble),RF (tuned + ensemble),XT (tuned + ensemble),CAT (tuned + ensemble),GBM (tuned + ensemble),XGB (tuned + ensemble),TA-REALMLP (tuned + ensemble),TA-TABM (tuned + ensemble),TA-TABDPT (default),TA-TABPFN-2.6 (default),TA-TABICLv2 (default)
mic-ba10980b94f8,1,0.69999999999999996,0.80000000000000004,0.5,0.59999999999999998,0.40000000000000002,0.10000000000000001,0,0.90000000000000002,0.20000000000000001,0.29999999999999999
mice_protein_trisomy_discriminant-14c7a0eb99a0,0.90000000000000002,0.59999999999999998,0.29999999999999999,0.80000000000000004,0.69999999999999996,1,0.20000000000000001,0.10000000000000001,0.40000000000000002,0.5,0
micro_mass-5deb16d4fa0e,0,0.69999999999999996,0.80000000000000004,0.29999999999999999,0.5,0.90000000000000002,0.59999999999999998,0.10000000000000001,1,0.20000000000000001,0.40000000000000002
musk-16dca0dbddf5,0.90000000000000002,0.80000000000000004,0.40000000000000002,1,0.29999999999999999,0.5,0.20000000000000001,0.10000000000000001,0.69999999999999996,0.59999999999999998,0
mutual_funds_india-5fbf8efc1836,0.90000000000000002,0.69999999999999996,0.80000000000000004,0.59999999999999998,0.5,0.20000000000000001,0.29999999999999999,0.40000000000000002,1,0.10000000000000001,0
naticusdroid_android_permissions_dataset-c7f072cebb01,0.90000000000000002,1,0.80000000000000004,0.10000000000000001,0.5,0.59999999999999998,0.20000000000000001,0.40000000000000002,0.69999999999999996,0.29999999999999999,0
obesity_estimation-37bb57808420,0.59999999999999998,0.69999999999999996,0.80000000000000004,0.90000000000000002,0.29999999999999999,1,0.5,0.40000000000000002,0,0.20000000000000001,0.10000000000000001
online_shoppers_purchasing_intention_dat-7c9d5262e1c0,1,0.90000000000000002,0.69999999999999996,0.59999999999999998,0.40000000000000002,0.29999999999999999,0.5,0.20000000000000001,0.80000000000000004,0,0.10000000000000001
otto_group_product_classification_challe-08decc7aebcb,1,0.90000000000000002,0.80000000000000004,0.59999999999999998,0.29999999999999999,0.40000000000000002,0.20000000000000001,0.10000000000000001,0.69999999999999996,0.5,0
pancreatic_cancer_mouse_detection-bebbbfb72cb4,0.20000000000000001,0.80000000000000004,0.40000000000000002,0.59999999999999998,0.69999999999999996,0.90000000000000002,0.29999999999999999,0.5,0,0.10000000000000001,1
parkinsons_biomedical_voice_measurements-44c2da69ace1,1,0.69999999999999996,0.10000000000000001,0.40000000000000002,0.29999999999999999,0.80000000000000004,0,0.20000000000000001,0.90000000000000002,0.5,0.59999999999999998
physiochemical_protein-d68ec1dd11a4,1,0.80000000000000004,0.90000000000000002,0.5,0.69999999999999996,0.59999999999999998,0.29999999999999999,0.40000000000000002,0,0.20000000000000001,0.10000000000000001
polish_companies_bankruptcy-c6e7be38cb09,1,0.80000000000000004,0.90000000000000002,0.5,0.69999999999999996,0.59999999999999998,0.29999999999999999,0.20000000000000001,0.40000000000000002,0,0.10000000000000001
porto_seguro-7894967113f3,0.80000000000000004,0.90000000000000002,1,0.20000000000000001,0.59999999999999998,0.5,0.29999999999999999,0.40000000000000002,0.10000000000000001,0,0.69999999999999996
predict_students_dropout_and_academic_su-60806510bdda,0.69999999999999996,1,0.90000000000000002,0.40000000000000002,0.20000000000000001,0.59999999999999998,0.29999999999999999,0.5,0.80000000000000004,0.10000000000000001,0
prostate_cancer_detection-d59b58af2363,0.80000000000000004,0.5,0.20000000000000001,0.40000000000000002,0.10000000000000001,0.59999999999999998,0.29999999999999999,0.69999999999999996,0.90000000000000002,0,1
pva_revenue_prediction_kddcup98-94a4b79d0042,1,0.59999999999999998,0.5,0.20000000000000001,0,0.10000000000000001,0.29999999999999999,0.40000000000000002,0.90000000000000002,0.69999999999999996,0.80000000000000004
qsar_aquatic_toxicity-96e503f00d74,1,0.69999999999999996,0.40000000000000002,0.5,0.90000000000000002,0.80000000000000004,0.29999999999999999,0.59999999999999998,0,0.10000000000000001,0.20000000000000001
qsar_biodeg-99edbe20f66b,1,0.90000000000000002,0.40000000000000002,0.80000000000000004,0.59999999999999998,0.69999999999999996,0.5,0.10000000000000001,0.29999999999999999,0.20000000000000001,0
qsar_fish_toxicity-7d92081eed10,1,0.69999999999999996,0.40000000000000002,0.5,0.80000000000000004,0.59999999999999998,0.20000000000000001,0.90000000000000002,0,0.29999999999999999,0.10000000000000001
qsar_tid_11-34170685abe8,1,0.80000000000000004,0.69999999999999996,0.59999999999999998,0.20000000000000001,0.29999999999999999,0.10000000000000001,0.40000000000000002,0.5,0,0.90000000000000002
regensburg_pediatric_appendicitis-e7c24901d0c7,0.80000000000000004,0.29999999999999999,0.5,0.59999999999999998,0.20000000000000001,0.69999999999999996,0.40000000000000002,0.90000000000000002,1,0.10000000000000001,0
rossmann_store_sales-7f007635f770,0.90000000000000002,0.69999999999999996,0.80000000000000004,0.40000000000000002,0.29999999999999999,0.5,0.20000000000000001,0.59999999999999998,0.10000000000000001,0,1
santander_customer_satisfaction-504299481d76,0.80000000000000004,0.59999999999999998,0.69999999999999996,0.5,0.40000000000000002,0.29999999999999999,0.20000000000000001,0.10000000000000001,0.90000000000000002,0,1
santander_customer_transaction_predictio-23a97d4b68f1,0.90000000000000002,1,0.80000000000000004,0.29999999999999999,0.20000000000000001,0.40000000000000002,0.5,0.59999999999999998,0.10000000000000001,0,0.69999999999999996
santander_transaction_value-46443292502e,0.90000000000000002,0.29999999999999999,0.59999999999999998,0.5,0.40000000000000002,0.20000000000000001,0.69999999999999996,0.80000000000000004,1,0,0.10000000000000001
sat11_hand_algo_runtime-cda3af888024,1,0.69999999999999996,0.20000000000000001,0.29999999999999999,0.10000000000000001,0.5,0.59999999999999998,0.40000000000000002,0.90000000000000002,0,0.80000000000000004
sberbank_housing_market_forecasting-54316cfd1a18,0.80000000000000004,0.90000000000000002,0.69999999999999996,0.40000000000000002,0.29999999999999999,0.20000000000000001,0.10000000000000001,0.59999999999999998,0.5,0,1
sdss_17-3d9b16fdea21,1,0.40000000000000002,0.5,0.29999999999999999,0.59999999999999998,0.20000000000000001,0.90000000000000002,0.69999999999999996,0.80000000000000004,0,0.10000000000000001
seismic_bumps-9636045db12f,1,0.80000000000000004,0.5,0.40000000000000002,0.59999999999999998,0.29999999999999999,0.90000000000000002,0.69999999999999996,0.20000000000000001,0,0.10000000000000001
sepsis_prediction_1m-77a236a7d8eb,1,0.69999999999999996,0.90000000000000002,0.59999999999999998,0.20000000000000001,0.40000000000000002,0.5,0.29999999999999999,0.10000000000000001,0,0.80000000000000004
sepsis_survival_minimal_clinical_records-225532acc0df,0.80000000000000004,0.69999999999999996,0.59999999999999998,0.29999999999999999,0.10000000000000001,0.5,0,0.20000000000000001,0.90000000000000002,0.40000000000000002,1
sf_permit_time-a3faf4c318ef,0.80000000000000004,0.59999999999999998,0.69999999999999996,0.10000000000000001,0.20000000000000001,0.29999999999999999,0.40000000000000002,0.90000000000000002,1,0,0.5
south_africa_coronary_heart_disease-0e8d7cd42b03,0,1,0.59999999999999998,0.80000000000000004,0.29999999999999999,0.90000000000000002,0.5,0.69999999999999996,0.20000000000000001,0.40000000000000002,0.10000000000000001
splice-0b61e96684a9,0.69999999999999996,0.90000000000000002,0.80000000000000004,0.5,0.20000000000000001,0.29999999999999999,0.40000000000000002,0.59999999999999998,1,0.10000000000000001,0
student_portuguese_performance-3bb888dc8310,1,0.59999999999999998,0.20000000000000001,0.80000000000000004,0.5,0.90000000000000002,0.69999999999999996,0.40000000000000002,0,0.29999999999999999,0.10000000000000001
superconductivity-f6f2e1d679cc,1,0.90000000000000002,0.80000000000000004,0.69999999999999996,0.40000000000000002,0.59999999999999998,0.5,0.29999999999999999,0.10000000000000001,0.20000000000000001,0
taiwanese_bankruptcy_prediction-e1d1c0962bcb,0.90000000000000002,1,0.80000000000000004,0.59999999999999998,0.20000000000000001,0.40000000000000002,0.29999999999999999,0.5,0.69999999999999996,0,0.10000000000000001
telemonitoring_parkinsons_biomedical_voi-c608f1a3d898,0.69999999999999996,0.59999999999999998,0.29999999999999999,0,0.10000000000000001,0.20000000000000001,0.40000000000000002,0.5,0.90000000000000002,1,0.80000000000000004
thyroid_discordant-1111dc4e4f7d,1,0.40000000000000002,0.29999999999999999,0.69999999999999996,0.59999999999999998,0.90000000000000002,0.20000000000000001,0.5,0.80000000000000004,0.10000000000000001,0
tour_travels_churn-638a10e1adbe,1,0,0.90000000000000002,0.5,0.59999999999999998,0.10000000000000001,0.69999999999999996,0.80000000000000004,0.40000000000000002,0.20000000000000001,0.29999999999999999
video_game_fps_prediction-af230e95b2ad,1,0.90000000000000002,0.80000000000000004,0.29999999999999999,0.10000000000000001,0.69999999999999996,0,0.20000000000000001,0.5,0.59999999999999998,0.40000000000000002
